City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,bambous virieux,-20.3428,57.7575,24.01,94,20,0.0,MU,1684449229
366,tombouctou,20.0,-3.0,32.01,17,66,5.74,ML,1684449229
367,gao,16.6362,1.637,33.28,18,100,4.91,ML,1684449230
368,holt,42.6406,-84.5153,21.06,31,0,3.09,US,1684449101
369,carutapera,-1.195,-46.02,25.22,94,92,2.15,BR,1684449231
370,yulara,-25.2406,130.9889,10.37,61,0,3.61,AU,1684449232
371,rapid valley,44.0625,-103.1463,18.76,46,20,10.29,US,1684449232
372,orsha,54.5153,30.4053,8.0,67,93,3.17,BY,1684449233
373,san carlos de bariloche,-41.1456,-71.3082,8.86,71,40,8.23,AR,1684449033
374,dossor,47.5272,52.9811,15.14,67,35,3.21,KZ,1684449234
375,mehamn,71.0357,27.8492,3.97,70,20,7.2,NO,1684449234
376,asau,46.4333,26.4,14.6,95,95,2.73,RO,1684449235
377,emerald,-23.5333,148.1667,14.63,52,0,5.07,AU,1684449235
378,giddalur,15.35,78.9167,28.91,71,5,1.0,IN,1684449236
379,fereydun kenar,36.6864,52.5225,18.32,77,3,1.3,IR,1684449237
380,akyab,20.15,92.9,26.61,84,6,1.42,MM,1684449238
381,namatanai,-3.6667,152.4333,26.79,85,100,3.86,PG,1684449238
382,finote selam,10.7,37.2667,21.19,51,96,1.67,ET,1684449239
383,mamlyutka,54.9375,68.5394,7.23,52,100,5.46,KZ,1684449244
384,suzhou,31.3114,120.6181,18.33,81,89,2.17,CN,1684449167
385,daru,-9.0763,143.2092,26.05,86,100,7.07,PG,1684449245
386,guerrero negro,27.9769,-114.0611,20.7,55,3,6.05,MX,1684448976
387,xam nua,20.4197,104.0439,20.42,71,9,1.41,LA,1684449246
388,husavik,66.0449,-17.3389,7.67,89,98,1.66,IS,1684449247
389,cutler,25.6151,-80.3106,30.01,77,40,3.09,US,1684449247
390,makakilo city,21.3469,-158.0858,27.18,67,100,5.66,US,1684449249
391,svetlograd,45.3353,42.8547,13.51,63,24,2.77,RU,1684449249
392,gizo,-8.103,156.8419,28.26,77,98,1.82,SB,1684449250
393,garowe,8.4054,48.4845,26.8,73,21,7.61,SO,1684449250
394,chudovo,59.1167,31.6833,4.13,84,85,2.07,RU,1684449251
395,aviles,43.5547,-5.9248,12.66,83,20,1.03,ES,1684449251
396,joshimath,30.5667,79.5667,13.15,64,66,2.35,IN,1684449252
397,yumen,40.2833,97.2,11.06,28,0,6.94,CN,1684449252
398,sao joao da barra,-21.6403,-41.0511,20.05,67,4,5.0,BR,1684449253
399,manama,26.2154,50.5832,31.63,51,0,3.09,BH,1684449131
400,mayo,38.8876,-76.5119,20.97,54,0,3.6,US,1684449254
401,zhigansk,66.7697,123.3711,-1.34,82,68,2.77,RU,1684449255
402,tumut,-35.3,148.2167,7.52,62,43,0.45,AU,1684449255
403,henties bay,-22.116,14.2845,13.38,92,0,2.78,NA,1684449256
404,guilin,25.2819,110.2864,22.06,84,16,1.14,CN,1684448974
405,san cristobal,7.7669,-72.225,30.1,86,96,1.86,VE,1684449257
406,port hedland,-20.3167,118.5667,17.03,34,2,3.6,AU,1684449257
407,morondava,-20.2833,44.2833,21.51,62,0,2.59,MG,1684449258
408,odweyne,9.4092,45.064,25.06,54,39,3.18,SO,1684449258
409,wahiawa,21.5028,-158.0236,26.18,69,75,0.0,US,1684449259
410,masakin,35.7292,10.5808,18.7,94,20,7.2,TN,1684449259
411,krosno,49.6887,21.7706,8.04,100,100,1.93,PL,1684449260
412,goure,13.9835,10.2704,34.12,25,100,2.49,NE,1684449261
413,luderitz,-26.6481,15.1594,11.2,68,0,7.41,NA,1684449261
414,port pirie,-33.1833,138.0167,11.19,69,4,1.02,AU,1684449262
415,buala,-8.145,159.5921,28.54,77,87,1.59,SB,1684449262
416,shreveport,32.5251,-93.7502,30.96,48,0,3.6,US,1684449263
417,lichtenau,51.6167,8.9,7.79,77,0,2.06,DE,1684449263
418,lerwick,60.1545,-1.1494,9.0,92,100,5.42,GB,1684449264
419,port blair,11.6667,92.75,26.02,89,40,0.0,IN,1684449264
420,hokitika,-42.7167,170.9667,11.23,82,100,2.74,NZ,1684449265
421,thai nguyen,21.5928,105.8442,27.88,83,1,1.01,VN,1684449266
422,kieta,-6.2167,155.6333,25.9,92,100,1.84,PG,1684449266
423,severodvinsk,64.5635,39.8302,7.21,81,77,4.55,RU,1684449267
424,zabaykalsk,49.6333,117.3167,14.26,30,99,11.81,RU,1684449268
425,tanout,14.9709,8.8879,33.21,28,100,3.44,NE,1684449268
426,pemberton,50.3164,-122.8027,29.54,36,24,3.21,CA,1684449269
427,palora,-1.7,-77.9333,24.06,92,61,0.28,EC,1684449269
428,olafsvik,64.8945,-23.7142,7.43,97,99,6.79,IS,1684449270
429,nokaneng,-19.6667,22.2667,17.91,36,100,2.63,BW,1684449271
430,korla,41.7597,86.1469,22.74,25,86,3.68,CN,1684449271
431,batticaloa,7.7102,81.6924,25.85,84,22,2.28,LK,1684449004
432,maniitsoq,65.4167,-52.9,1.23,72,70,2.94,GL,1684449272
433,wufeng,27.45,104.8333,13.68,98,100,0.69,CN,1684449273
434,vicksburg,32.3526,-90.8779,29.85,1,20,2.06,US,1684449273
435,pandan niog,6.2282,120.5631,28.68,69,97,2.34,PH,1684449274
436,komsomolskiy,40.4272,71.7189,18.4,68,50,1.03,UZ,1684449274
437,lebyazhye,55.2689,66.4947,7.79,50,100,5.74,RU,1684449275
438,kabanjahe,3.1001,98.4908,17.78,95,100,1.04,ID,1684449124
439,alice springs,-23.7,133.8833,2.75,93,0,4.19,AU,1684449276
440,shizuishan,39.2333,106.7694,20.44,17,1,2.86,CN,1684449277
441,mogadishu,2.0371,45.3438,26.84,85,66,6.48,SO,1684449277
442,dunedin,-45.8742,170.5036,11.56,10,100,0.32,NZ,1684449125
443,olkhovka,53.2115,60.6069,6.61,83,100,5.31,RU,1684449278
444,grand gaube,-20.0064,57.6608,24.1,79,2,0.89,MU,1684449279
445,pisco,-13.7,-76.2167,22.03,73,0,8.75,PE,1684448987
446,zalantun,48.0,122.7167,15.38,22,90,2.52,CN,1684449280
447,nyurba,63.2842,118.3319,3.72,57,50,1.73,RU,1684449051
448,urumqi,43.801,87.6005,15.53,27,0,3.0,CN,1684449281
449,matsuura,33.3271,129.721,18.27,92,100,1.58,JP,1684449281
450,katsuura,35.1333,140.3,21.51,80,100,5.88,JP,1684449282
451,nerchinskiy zavod,51.3088,119.61,13.29,36,100,7.0,RU,1684449282
452,san quintin,30.4833,-115.95,18.29,69,39,3.98,MX,1684449283
453,lavumisa,-27.31,31.892,16.66,97,14,1.51,SZ,1684449283
454,tromso,69.6496,18.957,6.01,75,75,9.26,NO,1684449111
455,angoche,-16.2325,39.9086,23.29,82,0,2.32,MZ,1684449284
456,hagerstown,39.6418,-77.72,21.31,48,20,4.63,US,1684449043
457,mountain home,43.133,-115.6912,26.75,33,40,2.57,US,1684449286
458,wenling,28.3669,121.36,20.02,88,94,2.38,CN,1684449286
459,ipatovo,45.7181,42.9036,15.08,58,63,3.44,RU,1684449287
460,hearst,49.6835,-83.6665,14.14,54,100,5.66,CA,1684449287
461,ahipara,-35.1667,173.1667,19.34,78,7,8.16,NZ,1684449288
462,poso,-1.3959,120.7524,25.66,84,72,1.65,ID,1684449288
463,marang,5.2056,103.2059,24.95,89,94,1.92,MY,1684449289
464,cayenne,4.9333,-52.3333,26.02,89,100,1.03,GF,1684449019
465,tevaitoa,-16.7833,-151.5,27.95,77,82,5.42,PF,1684449290
466,cabra,37.4725,-4.4421,12.38,79,97,1.66,ES,1684449290
467,kelvington,52.1667,-103.5343,13.18,36,60,5.78,CA,1684449291
468,kohima,25.6667,94.1167,14.35,87,30,1.32,IN,1684449291
469,vila franca do campo,37.7167,-25.4333,17.23,85,80,3.93,PT,1684449292
470,quatre cocos,-20.2078,57.7625,23.94,82,7,1.97,MU,1684449135
471,tezu,27.9167,96.1667,20.77,86,69,1.08,IN,1684449293
472,coihaique,-45.5752,-72.0662,4.97,93,100,1.54,CL,1684449293
473,parnamirim,-5.9156,-35.2628,24.19,100,75,5.14,BR,1684449294
474,urucara,-2.5364,-57.76,24.65,96,93,0.58,BR,1684449294
475,vila velha,-20.3297,-40.2925,21.97,76,0,6.17,BR,1684449106
476,oriximina,-1.7656,-55.8661,25.29,93,92,1.25,BR,1684449295
477,barroquinha,-3.0189,-41.1361,24.94,94,57,2.4,BR,1684449296
478,berdigestyakh,62.0989,126.6992,3.24,76,100,1.77,RU,1684449296
479,riyadh,24.6877,46.7219,25.08,30,100,7.5,SA,1684449273
480,piacabucu,-10.4056,-36.4344,24.63,86,97,2.31,BR,1684449297
481,kerouane,9.2667,-9.0167,22.41,96,100,1.53,GN,1684449298
482,matagami,49.7502,-77.6328,12.06,24,20,2.57,CA,1684449150
483,banda aceh,5.5577,95.3222,26.94,83,81,2.25,ID,1684449299
484,faanui,-16.4833,-151.75,27.85,78,69,5.64,PF,1684449300
485,sept-iles,50.2001,-66.3821,12.29,40,75,8.23,CA,1684449089
486,eenhana,-17.4667,16.3333,15.57,29,96,1.81,NA,1684449301
487,gravdal,68.1214,13.5031,6.94,100,100,7.72,NO,1684449302
488,graaff-reinet,-32.2522,24.5308,7.73,96,75,0.39,ZA,1684449303
489,osakarovka,50.565,72.5692,8.25,48,100,7.04,KZ,1684449303
490,skofja loka,46.1655,14.3063,12.22,85,75,1.54,SI,1684449304
491,kimbe,-5.5502,150.1429,28.17,73,90,0.25,PG,1684449305
492,chernyshevskiy,63.0128,112.4714,1.72,69,23,2.05,RU,1684449305
493,vega de alatorre,20.0333,-96.6333,28.46,77,22,4.85,MX,1684449306
494,hervey bay,-25.2986,152.8535,17.06,49,0,3.73,AU,1684449307
495,pijijiapan,15.7011,-93.23,32.83,57,77,3.14,MX,1684449308
496,horasan,40.0458,42.1728,11.0,66,68,1.08,TR,1684449308
497,busia,0.4544,34.0758,17.68,92,16,2.27,UG,1684449309
498,vuktyl,63.8567,57.3094,13.76,59,44,5.61,RU,1684449309
499,nichinan,31.6,131.3667,18.82,94,100,2.15,JP,1684449310
500,anchorage,61.2181,-149.9003,16.16,48,0,5.66,US,1684449070
501,yumaguzino,52.9041,56.3933,7.79,80,99,4.74,RU,1684449311
502,yazman,29.1212,71.7446,31.3,35,0,2.3,PK,1684449312
503,mount darwin,-16.7725,31.5838,16.62,61,59,1.39,ZW,1684449312
504,batamshinskiy,50.5594,58.2747,9.04,97,80,5.67,KZ,1684449065
505,batagay,67.6333,134.6333,0.34,76,100,2.66,RU,1684449313
506,pavlodar,52.3,76.95,4.89,52,0,6.0,KZ,1684449314
507,londoko,49.0333,131.9833,15.45,38,1,0.72,RU,1684449315
508,vanavara,60.34,102.2797,2.28,69,6,2.05,RU,1684449315
509,de haan,51.272,3.0429,11.66,79,0,4.63,BE,1684449316
510,mallaig,54.2169,-111.3685,15.88,44,9,2.81,CA,1684449316
511,muros,42.7762,-9.0603,15.61,61,22,7.72,ES,1684449317
512,lompoc,34.6391,-120.4579,27.05,82,100,4.12,US,1684449318
513,siparia,10.1333,-61.5,28.23,78,84,6.12,TT,1684449318
514,mutoko,-17.397,32.2268,15.4,54,49,1.47,ZW,1684449320
515,gat,31.61,34.7642,18.38,81,54,2.77,IL,1684449185
516,paracuru,-3.41,-39.0306,28.39,90,76,2.99,BR,1684449321
517,saint-medard-en-jalles,44.8969,-0.7214,13.12,58,0,3.09,FR,1684449321
518,cooma,-36.2333,149.1333,4.58,64,33,1.07,AU,1684449322
519,ouallam,14.3188,2.0866,32.27,41,100,5.01,NE,1684449323
520,atar,20.5169,-13.0499,26.96,17,65,4.8,MR,1684449324
521,matay,28.419,30.7792,20.73,44,40,5.27,EG,1684449324
522,hirara,24.8,125.2833,24.92,100,75,3.6,JP,1684449325
523,nicoya,10.1483,-85.452,33.77,47,68,1.1,CR,1684449325
524,ocos,14.5094,-92.1933,33.1,67,43,4.54,GT,1684449326
525,benalla,-36.55,145.9833,7.39,71,5,0.8,AU,1684449327
526,nadym,65.5333,72.5167,7.52,73,99,8.02,RU,1684449327
527,yuli,9.6989,10.2744,30.25,51,98,2.12,NG,1684449328
528,burla,21.5,83.8667,26.02,45,2,0.97,IN,1684449328
529,killybegs,54.6333,-8.45,9.95,94,4,3.38,IE,1684449329
530,freeport,40.6576,-73.5832,15.17,60,0,6.69,US,1684449329
531,umm lajj,25.0213,37.2685,25.54,80,0,1.45,SA,1684449129
532,sicamous,50.8331,-118.9856,31.22,23,2,2.39,CA,1684449331
533,manzanillo,20.3433,-77.1167,27.91,74,63,1.9,CU,1684449331
534,upington,-28.4478,21.2561,12.21,47,0,4.12,ZA,1684449332
535,mirabad,30.4362,61.8383,29.27,12,5,3.22,AF,1684449332
536,ambon,-3.6954,128.1814,28.08,69,40,3.09,ID,1684449332
537,leh,34.1667,77.5833,4.62,84,100,2.05,IN,1684449333
538,behshahr,36.6923,53.5526,17.21,75,7,2.7,IR,1684449333
539,marsh harbour,26.5412,-77.0636,26.82,74,19,3.47,BS,1684449319
540,krasnovishersk,60.4078,57.082,8.95,63,25,1.91,RU,1684449146
541,labuhan,-6.8844,112.2051,24.03,86,85,2.8,ID,1684449335
542,tadine,-21.55,167.8833,23.23,64,100,7.6,NC,1684449335
543,painesville,41.7245,-81.2457,21.86,49,0,6.17,US,1684449071
544,alta,69.9689,23.2717,5.66,61,20,3.09,NO,1684449337
